,the_geom,segmentid,Shape_Le_1,boro,street,fromstreet,tostreet,onoffst,facilitycl,allclasses,bikedir,lanecount,ft_facilit,tf_facilit
3694,"MULTILINESTRING ((-73.95833304989934 40.80036505312117, -73.95835104834664 40.800373478392665, -73.95836830682677 40.80038275256494, -73.95838475900264 40.80039283959425, -73.95840033617026 40.80040369803327, -73.95841497673665 40.80041528463619, -73.95842862266535 40.800427553456885, -73.95844121710769 40.8004404540473, -73.95845271032479 40.80045393596188, -73.95846305732103 40.800467943353844, -73.95847221547004 40.80048242127759, -73.95848014807271 40.80049731118781, -73.95848682317094 40.80051255273974, -73.95849221354644 40.80052808559043, -73.95849629790818 40.80054384579685, -73.9584990608884 40.80055977211974, -73.95850048949215 40.800575798818095, -73.95850057901828 40.80059186195476, -73.95849932950571 40.80060789759426, -73.95849674454941 40.800623840001556, -73.95849283603732 40.80063962704632, -73.95848761941454 40.80065519299749, -73.95848111486289 40.80067047752883))",38324,128.75513944,1,FREDERICK DOUGLASS CR,FREDERICK DOUGLASS BL,CENTRAL PARK W,ON,III,III,L,1,,Sharrows
3695,"MULTILINESTRING ((-73.95803952574852 40.80035474309218, -73.95805959666016 40.80034822087663, -73.95808021436311 40.800342770450506, -73.9581012793024 40.800338416991295, -73.95812268955534 40.80033518207372, -73.95814434438832 40.80033308096949, -73.95816613714571 40.80033212444576, -73.95818796591624 40.800332316067475, -73.9582097240517 40.80033365489545, -73.95823130846152 40.80033613548942, -73.95825261487472 40.80033974520464, -73.95827354139249 40.80034446779542, -73.95829398730598 40.800350278912134, -73.95831385546288 40.8003571515048, -73.95833304989934 40.80036505312117))",38328,84.6137303771,1,FRED DOUGLASS CIR,CENTRAL PARK W,FRED DOUGLASS BLVD,ON,III,III,L,1,,Sharrows
3702,"MULTILINESTRING ((-73.95801393133874 40.80079933903668, -73.95769540730969 40.801231346896344))",38341,180.416966065,1,FRED DOUGLASS BLVD,FRED DOUGLASS CIR,ST NICHOLAS AV,ON,II,II,2,2,Standard,Standard
3703,"MULTILINESTRING ((-73.95769540730969 40.801231346896344, -73.9591474111711 40.80184375972432))",38344,459.769272994,1,W 111 ST,5 AV,FREDEREICK DOUGLASS BL,ON,II,II,R,1,Standard,
3705,"MULTILINESTRING ((-73.95818167365294 40.80559679120688, -73.9577217598986 40.806290988779445))",38356,283.160594492,1,MORNINGSIDE DR,W 116 ST,W 124 ST,ON,III,III,2,2,Bike-Friendly Parking,Bike-Friendly Parking
3712,"MULTILINESTRING ((-73.95949328884896 40.81700747307129, -73.96068717864999 40.817510516586815))",38386,377.88164903,1,ST CLAIR PL,RIVERSIDE DR,W 125 ST,ON,III,III,L,1,,Sharrows
3713,"MULTILINESTRING ((-73.95949328884896 40.81700747307129, -73.96035728962126 40.81795912113357))",38387,421.196624926,1,W 125 ST,ST CLAIR PL,RIVERSIDE DR,ON,III,III,R,1,Sharrows,
3715,"MULTILINESTRING ((-73.96068717864999 40.817510516586815, -73.96035728962126 40.81795912113357))",38405,187.219465051,1,12 AVE,W 131 ST,ST CLAIR PL,ON,III,III,2,2,Sharrows,Sharrows
3738,"MULTILINESTRING ((-73.95272325242439 40.80419027334297, -73.95275994905329 40.80503048873178))",38591,306.288604385,1,ST NICHOLAS AV,W 117 ST,W 162 ST,ON,II,II,R,1,Standard,
3773,"MULTILINESTRING ((-73.94505127968087 40.802598598860335, -73.9434358524048 40.801919264483296))",38827,511.157974357,1,E 119 ST,PARK AV,ST NICHOLAS AV,ON,II,II,L,1,,Standard
3780,"MULTILINESTRING ((-73.94967075577374 40.831024695442835, -73.94962397729003 40.83118331427614, -73.94958943449556 40.831343731320295, -73.94956724288569 40.83150540453879, -73.94955748002695 40.831667784670834, -73.94956017725247 40.83183032063048, -73.94957532558601 40.831992462210664, -73.9496028745557 40.8321536591822, -73.94969651534275 40.83250811220683, -73.94970569908358 40.832534392642316, -73.94971267855485 40.83256106202997, -73.94971742419571 40.83258801319841, -73.94971991948779 40.83261513718095, -73.94972015146736 40.83264232771364, -73.94971812258578 40.83266947493733, -73.94971383766429 40.83269647079459))",38968,615.619759229,1,W 151 St PED OVPS,RIVERSIDE DR,FT WASHINGTON PARK BICYCLE TRAIL,OFF,L,L,2,0,,
3784,"MULTILINESTRING ((-73.94335719090687 40.82595479717187, -73.94289540481513 40.82658021389044))",39025,261.25560271,1,ST NICHOLAS PL,W 148 ST,W 155 ST,ON,II,II,R,1,Standard,
3789,"MULTILINESTRING ((-73.94457358057299 40.8363813417481, -73.94429620950835 40.83707743399374))",39050,264.971784986,1,FT WASHINGTON AV,W 160 ST,W 165 ST,ON,III,III,2,2,Sharrows,Sharrows
3806,"MULTILINESTRING ((-73.93305330584707 40.59487228357627, -73.93301117681023 40.59463870838661))",39959,85.8979323161,3,KNAPP ST,AV X,ALLEN AV,ON,II,II,L,1,,Curbside
3811,"MULTILINESTRING ((-73.93241279796034 40.5952236259036, -73.93305330584707 40.59487228357627))",40132,219.148581114,3,ALLEN AV,KNAPP ST,GERRITSEN AV,ON,II,II,L,1,,Standard
3850,"MULTILINESTRING ((-73.92624885223891 40.60741352191682, -73.92444144422794 40.60579356956778))",41071,774.719301395,3,E 38 ST,AVE V,AVE U,ON,II,II,2,2,Standard,Standard
3854,"MULTILINESTRING ((-73.92444144422794 40.60579356956778, -73.92373054952515 40.60625280753479))",41182,258.763035195,3,AVE V,HENDRICKSON ST,E 38 ST,ON,I,I,2,2,Protected Path,Protected Path
3858,"MULTILINESTRING ((-73.92183623802808 40.626189549716706, -73.92159414389297 40.62391900200134))",41262,829.946130812,3,E 56 ST,FARRAGUT RD,AV T,ON,II,II,2,2,Standard,Standard
3864,"MULTILINESTRING ((-73.9215842911837 40.6076390856909, -73.92065861713984 40.606754543053235))",41297,412.209333889,3,HENDRICKSON ST,HENDRICKSON PL,AVE V,ON,I,I,2,2,Protected Path,Protected Path
3871,"MULTILINESTRING ((-73.91319734606083 40.631934081790945, -73.91235007526483 40.631569358878494))",41580,270.116145744,3,PAERDEGAT AVENUE NORTH,SEAVIEW AVE,PAERDEGAT 1 ST,ON,I,I,2,2,Protected Path,Protected Path
3900,"MULTILINESTRING ((-73.91829371954512 40.65948380687575, -73.91648590031338 40.65785908973868))",42532,775.865802022,3,ROCKAWAY PKWY,EAST NEW YORK AV,DITMAS AV,ON,II,II,2,2,Standard,Standard
3901,"MULTILINESTRING ((-73.91622386644146 40.63360535892938, -73.91559912136736 40.633036340981526))",42537,270.269230721,3,E 76 ST,PAERDEGAT AVENUE NORTH,FLATLANDS AVE,ON,II,II,2,2,Curbside,Curbside
3903,"MULTILINESTRING ((-73.91508603766124 40.660041551160546, -73.91469176928612 40.658503734734055))",42656,570.848507993,3,SARATOGA AVENUE,EAST NEW YORK AVE,NEWPORT ST,ON,III,III,2,2,Sharrows,Sharrows
3904,"MULTILINESTRING ((-73.91133534059804 40.66059733888991, -73.91094270183861 40.659060591525886))",42801,570.379576543,3,THOMAS S BOYLAND STREET,EAST NEW YORK AVE,HEGEMAN AVE,ON,III,III,2,2,Sharrows,Sharrows
3911,"MULTILINESTRING ((-73.94203023695746 40.67118537686582, -73.94210555021904 40.67034228009721))",42985,307.87379192,3,KINGSTON AVENUE,EASTERN PKWY,ATLANTIC AVE,ON,II,II,L,1,,Standard
3950,"MULTILINESTRING ((-73.9315563888566 40.66275540408511, -73.93147991384079 40.66205110961979))",43236,257.469927927,3,UTICA AV,MAPLE ST,E NEW YORK AV,ON,III,III,L,1,,Sharrows
3954,"MULTILINESTRING ((-73.93160743419696 40.663556722970995, -73.93068465531488 40.663620476513934))",43252,257.060160118,3,LEFFERTS AV,UTICA AV,E NEW YORK AV,ON,II,"III,II",2,2,Sharrows,Standard
3971,"MULTILINESTRING ((-73.92776144651427 40.67488739964898, -73.9278408524075 40.67399598350127))",43388,325.514443452,3,ROCHESTER AV,DEAN ST,ST MARKS AV,ON,III,III,R,1,Signed Route,
3981,"MULTILINESTRING ((-73.9221315336802 40.67368388854765, -73.91954092571267 40.6735418777603))",43498,720.470367982,3,ST MARK  S AV,ROCHESTER AV,EASTERN PKWY,ON,II,II,R,1,Standard,
3986,"MULTILINESTRING ((-73.92004754023321 40.66827642932801, -73.91995577390242 40.66831932012777))",43600,29.8705281089,3,PITKIN AV,HOWARD AV,LEGION ST,ON,III,III,2,2,Sharrows,Sharrows
3987,"MULTILINESTRING ((-73.91923062938953 40.668631364384574, -73.91918064423679 40.66843127065236))",43606,74.2068849228,3,GRAFTON ST,PITKIN AV,E NEW YORK AV,ON,III,III,R,1,Sharrows,
3990,"MULTILINESTRING ((-73.91826117129845 40.668569805681926, -73.9173057058275 40.668708576751065))",43611,269.835663753,3,PITKIN AVENUE,LEGION ST,POWELL ST,ON,III,III,2,2,Sharrows,Sharrows
3991,"MULTILINESTRING ((-73.91838191206368 40.669002247123686, -73.91826117129845 40.668569805681926))",43624,161.071765218,3,LEGION ST,PITKIN AV,E NEW YORK AV,OFF,I,I,L,1,,Sidewalk
3995,"MULTILINESTRING ((-73.91938428445349 40.67521356582795, -73.91945528969214 40.674437299338194))",43639,283.501078582,3,HOWARD AV,BERGEN ST,PACIFIC ST,ON,III,III,L,1,,Signed Route
4000,"MULTILINESTRING ((-73.91626712038662 40.6646537646429, -73.91531019112033 40.66479411201338))",43716,270.357886072,3,BLAKE AV,SARATOGA AV,MOTHER GASTON BLVD,ON,III,III,2,2,Sharrows,Sharrows
4008,"MULTILINESTRING ((-73.9171101434783 40.66981986085351, -73.91713589050204 40.6695437641272))",43730,100.843126095,3,SARATOGA AVE,ST JOHNS PL,E NY AVE,ON,III,III,R,1,Sharrows,
4015,"MULTILINESTRING ((-73.91475568517339 40.68433793755592, -73.91461135796571 40.683605604335156))",43797,269.796227624,3,THOMAS S BOYLAND ST,PACIFIC ST,BROADWAY,ON,II,II,L,1,,Standard
4020,"MULTILINESTRING ((-73.9175522611172 40.68693022309529, -73.91614713453261 40.688360259453646))",43813,650.615846058,3,JEFFERSON AVE,BROADWAY,KNICKERBOCKER AVE,ON,II,II,R,1,Standard,
4021,"MULTILINESTRING ((-73.91679832882087 40.686497199598776, -73.91539430890941 40.68793521520521))",43815,652.764457308,3,HANCOCK ST,WYCKOFF AVE,BROADWAY,ON,II,II,L,1,,Standard
4048,"MULTILINESTRING ((-73.8404512955712 40.65736198728623, -73.84003579294384 40.655689084576316))",50512,620.292525106,4,92 ST,165 AV,157 AV,ON,II,II,L,1,,Standard
4050,"MULTILINESTRING ((-73.91094026169891 40.687699305610096, -73.91018949228896 40.68727090594081))",43966,260.217537479,3,EVERGREEN AV,MYRTLE AV,MOFFAT ST,ON,II,II,L,1,,Standard
4056,"MULTILINESTRING ((-73.90838140215921 40.67382650604665, -73.90841931623378 40.67331333242851))",44029,187.259362177,3,MOTHER GASTON BLVD,BERGEN ST,E NEW YORK AV,ON,III,III,L,1,,Sharrows
4058,"MULTILINESTRING ((-73.90765582492455 40.672745623354466, -73.90667485114533 40.6728910395173))",44032,277.225514244,3,LIBERTY AV,MILLER AV,MOTHER GASTON BLVD,ON,III,III,2,2,Sharrows,Sharrows
4062,"MULTILINESTRING ((-73.90723812004246 40.68788992835946, -73.90648630805647 40.68746116238785))",44095,260.528473586,3,CENTRAL AV,DECATUR ST,MOFFAT ST,ON,III,III,R,1,Signed Route,
4092,"MULTILINESTRING ((-73.93329596467939 40.70998771028841, -73.93360146557302 40.71066910557233))",44476,262.303230965,3,MORGAN AV,KNICKERBOCKER AV,MAUJER ST,ON,II,II,2,2,Curbside,Curbside
4095,"MULTILINESTRING ((-73.9325231081927 40.708238187775585, -73.93207284975475 40.707785785179595))",44480,206.761214886,3,KNICKERBOCKER AV,MORGAN AV,JOHNSON AV,ON,II,II,L,1,,Curbside
4096,"MULTILINESTRING ((-73.91937649943908 40.6993919075727, -73.91781950561689 40.700976122552746))",45022,720.775918457,3,HARMAN ST,WOODWARD AV,EVERGREEN AV,ON,II,II,L,1,,Standard
4103,"MULTILINESTRING ((-73.93177404675272 40.695028215205575, -73.93049952920425 40.696337041443456))",44525,593.538107314,3,HART STREET,EVERGREEN,BROADWAY,ON,III,III,L,1,,Sharrows
4104,"MULTILINESTRING ((-73.93134541910872 40.69442169896113, -73.93120322781229 40.69369190131431))",44527,268.794608716,3,MALCOLM X BLVD,BROADWAY,DE KALB AV,ON,III,III,R,1,Sharrows,
4106,"MULTILINESTRING ((-73.93049952920425 40.696337041443456, -73.93034849229528 40.69625365180283))",44536,51.7409238794,3,BUSHWICK AV,HART ST,HART ST,ON,III,III,L,1,,Sharrows
4111,"MULTILINESTRING ((-73.93052028765247 40.69877228242214, -73.92903521745758 40.70028981140934))",44559,689.379199537,3,TROUTMAN ST,WOODWARD AV,EVERGREEN AV,ON,II,II,L,1,,Standard
4131,"MULTILINESTRING ((-73.9316995537404 40.705656727908895, -73.93030995187986 40.70587979821016))",44601,393.75510136,3,GRATTAN ST,MORGAN AV,VARICK AV,ON,II,II,R,1,Standard,
4139,"MULTILINESTRING ((-73.93059322480939 40.71445148502174, -73.93000291735575 40.71438634487652))",44646,165.35747807,3,METROPOLITAN AVE,GRAND ST,VARICK AVE,ON,II,II,2,2,Curbside,Curbside
4152,"MULTILINESTRING ((-73.92828236774427 40.69986162930553, -73.92683805797908 40.701334209701606))",44724,669.491118305,3,STARR ST,CENTRAL AV,WOODWARD AV,ON,II,II,R,1,Standard,
4160,"MULTILINESTRING ((-73.92689164523784 40.70366637290289, -73.9261394088029 40.70323937415396))",44742,260.197905628,3,KNICKERBOCKER AVE,COOPER AVE,FLUSHING AVE,ON,II,II,L,1,,Standard
4167,"MULTILINESTRING ((-73.92663143160496 40.70574929747036, -73.92682433107413 40.70644505653718))",44759,259.0665586,3,VARICK AV,THAMES ST,GRATTAN ST,ON,III,III,L,1,,Sharrows
4168,"MULTILINESTRING ((-73.92608930123266 40.70567970129074, -73.92533517754863 40.70525273221739))",44766,260.606042016,3,IRVING  AVE,FLUSHING AVE,COOPER AVE,ON,II,II,R,1,Standard,
4173,"MULTILINESTRING ((-73.9249960252743 40.69485458310805, -73.92302466810845 40.69687100671954))",44846,915.712789081,3,HIMROD ST,EVERGREEN AV,WOODWARD AV,ON,II,II,R,1,Standard,
4222,"MULTILINESTRING ((-73.91985954751038 40.71145609574385, -73.91925637800732 40.71200621072138))",45070,261.019979149,4,FLUSHING AVENUE,WOODWARD AVE,ONDERDONK AVE,ON,III,III,2,2,Sharrows,Sharrows
4223,"MULTILINESTRING ((-73.91985954751038 40.71145609574385, -73.91862338475204 40.71072666096271))",45071,433.67503849,4,ONDERDONK AVENUE,FLUSHING AVE,69 AVE,ON,II,II,R,1,Standard,
4226,"MULTILINESTRING ((-73.91852593338456 40.71244818918773, -73.91748948763023 40.711838219235915))",45076,363.245580998,4,WOODWARD AVE,CATALPA AVE,FLUSHING AVE,ON,II,II,L,1,,Standard
4273,"MULTILINESTRING ((-73.91110723681294 40.69468696874911, -73.90955039247544 40.69627147012136))",45239,720.852618179,3,CORNELIA ST,KNICKERBOCKER AVE,WYCKOFF AVE,ON,II,II,R,1,Standard,
4325,"MULTILINESTRING ((-73.8993767065959 40.55906836703105, -73.89916123712263 40.55812936229131))",45528,347.301876211,4,RANGE RD,BEACH 193 ST,SHORE RD,OFF,I,I,2,2,Greenway,Greenway
4329,"MULTILINESTRING ((-73.8861650020217 40.562711214390234, -73.88577267857713 40.561893642422866))",45664,317.1817186,4,UNNAMED ST,SHORE RD,MURRAY RD,OFF,I,I,2,2,Greenway,Greenway
4331,"MULTILINESTRING ((-73.88152711351337 40.56386763561503, -73.8807707272383 40.56411730727352))",45773,228.999809553,4,DAVIS RD,UNNAMED ST,BEACH 169 ST GREENWAY,OFF,I,I,2,2,Greenway,Greenway
4332,"MULTILINESTRING ((-73.8807707272383 40.56411730727352, -73.88141870983125 40.5652278674112))",45778,442.85232117,4,BEACH 169 ST GREENWAY,BEACH 169 ST,JACOB RIIS BOARDWALK,OFF,I,I,2,2,Greenway,Greenway
4334,"MULTILINESTRING ((-73.88184792039702 40.56596771357095, -73.88209069514352 40.56639302027421))",45782,168.99452852,4,BEACH 169 ST,STATE RD,BEACH 169 ST GREENWAY,ON,III,III,2,2,Sharrows,Sharrows
4341,"MULTILINESTRING ((-73.90452991688898 40.65668411569734, -73.90364335953633 40.65713729120134))",46304,296.256181278,3,NEW LOTS AVE,HEGEMAN AV,ATKINS AVENUE,ON,III,III,2,2,Sharrows,Sharrows
4342,"MULTILINESTRING ((-73.90364335953633 40.65713729120134, -73.903564288789 40.65682633933103))",46306,115.393170107,3,MOTHER GASTON BOULEVARD,LIBERTY AV,LINDEN BLVD,ON,III,III,2,2,Sharrows,Sharrows
4355,"MULTILINESTRING ((-73.88269687395434 40.65171608921755, -73.88260370484034 40.65179616728662))",46927,38.9810542948,3,VANDALIA AVENUE,PENNSYLVANIA AVE,BETHEL LOOP,ON,II,II,2,2,Standard,Standard
4357,"MULTILINESTRING ((-73.88962787543689 40.684236454107044, -73.88908895350363 40.68464055243045))",47771,209.799165884,3,HIGHLAND BLVD,MILLER AV,VERMONT PL,ON,II,II,L,1,,Curbside
4358,"MULTILINESTRING ((-73.88349099852985 40.657591037314305, -73.88251136321458 40.656213509620166))",46936,570.750105571,3,VAN SICLEN AV,COZINE AVE,WORTMAN AVE,ON,III,III,2,2,Sharrows,Sharrows
4366,"MULTILINESTRING ((-73.90420035739861 40.67065761672983, -73.90326962671104 40.670793131021604))",47116,262.865257276,3,PITKIN AVE,POWELL ST,PENNSYLVANIA AVE,ON,III,III,2,2,Sharrows,Sharrows
4371,"MULTILINESTRING ((-73.8999971400212 40.66547185810971, -73.89907664232607 40.66560816687261))",47257,260.15224783,3,DUMONT AV,NEW LOTS AV,SNEDIKER AV,ON,II,II,L,1,,Standard
4415,"MULTILINESTRING ((-73.8956982054461 40.67897130160546, -73.89531770419305 40.677496038263854))",47592,547.744815751,3,VERMONT ST,SUNNYSIDE AV,COZINE AV,ON,III,III,L,1,,Sharrows
4416,"MULTILINESTRING ((-73.8930187292521 40.679606712337, -73.8925790546368 40.677900123649586))",47607,633.60637509,3,MILLER AV,HIGHLAND BLVD,LIBERTY AV,ON,III,III,R,1,Sharrows,
4434,"MULTILINESTRING ((-73.8897423649415 40.67411655396242, -73.88941839297723 40.672847641443255))",47707,470.954693193,3,HENDRIX STREET,LIBERTY AV,NEW LOTS AV,ON,III,III,R,1,Sharrows,
4438,"MULTILINESTRING ((-73.88915131899655 40.67549581010898, -73.88883773343402 40.67425056271498))",47723,461.942717995,3,SCHENCK AVENUE,NEW LOTS AV,LIBERTY AV,ON,III,III,L,1,,Sharrows
4439,"MULTILINESTRING ((-73.89208792020659 40.682683236630915, -73.89264943132169 40.68346061065503))",47759,323.213761997,3,HIGHLAND PARK GREENWAY,HIGHLAND BLVD,J ROBINSON PKWY SR,OFF,I,I,2,2,Greenway,Greenway
4511,"MULTILINESTRING ((-73.87495739485472 40.673650699902794, -73.87462484653963 40.67238934540441))",48272,468.714476287,3,FOUNTAIN AV,PITKIN AV,SUTTER AV,ON,III,III,R,1,Sharrows,
4517,"MULTILINESTRING ((-73.87462484653963 40.67238934540441, -73.87371848171902 40.672510527140126))",48380,255.268409738,3,SUTTER AV,FOUNTAIN AV,EUCLID AV,ON,II,II,R,1,Standard,
4530,"MULTILINESTRING ((-73.90684583468737 40.697163548333876, -73.90652350692348 40.69697614329699))",48534,112.474105818,3,WYCKOFF AVE,HANCOCK ST,HANCOCK ST,ON,III,III,R,1,Sharrows,
4536,"MULTILINESTRING ((-73.90419059436184 40.70073779998334, -73.90367499148654 40.70040906076394))",48563,186.504372778,4,SENECA AVE,CATALPA AVE,HANCOCK ST,ON,III,III,R,1,Sharrows,
4537,"MULTILINESTRING ((-73.90419059436184 40.70073779998334, -73.90294807564547 40.70145790741865))",48564,433.042333153,4,CATALPA AVE,WOODWARD AVE,SENECA AVE,ON,II,II,L,1,,Standard
4548,"MULTILINESTRING ((-73.90256067442915 40.701228958900955, -73.90069776865418 40.7017696094469))",48709,552.819217128,4,69 AV,ONDERDONK AVE,FRESH POND RD,ON,II,II,R,1,Standard,
4562,"MULTILINESTRING ((-73.89539380373935 40.70313021420834, -73.89520165688886 40.70259268566507))",49019,202.955110102,4,FRESH POND ROAD,MYRTLE AVE,CATALPA AVE,ON,III,III,2,2,Sharrows,Sharrows
4568,"MULTILINESTRING ((-73.89086542073561 40.701104133922236, -73.8896909794389 40.700472079125966))",49142,398.839144729,4,CYPRESS HILLS ST,MYRTLE AVE,COOPER AVE,ON,III,III,R,1,Sharrows,
4576,"MULTILINESTRING ((-73.88818025781015 40.69885791178168, -73.8877129806013 40.699678076258905))",49206,325.692437343,4,COOPER AV,CYPRESS HILLS ST,66 ST,ON,II,II,R,1,Standard,
4577,"MULTILINESTRING ((-73.88886172445214 40.70127579133764, -73.88861439374126 40.6995395068208))",49212,636.286707243,4,65 PLACE,COOPER AVE,MYRTLE AVE,ON,III,III,L,1,,Sharrows
4585,"MULTILINESTRING ((-73.88742363332433 40.715187301199315, -73.88734940294805 40.71511148660318, -73.88728653391344 40.71502883919821, -73.88723651476319 40.71494090933997, -73.88720036027901 40.714849454035964, -73.88717852871902 40.714756391836865))",49262,173.379068234,4,69 ST,METROPOLITAN AVE,62 AVE,ON,III,III,2,2,Sharrows,Sharrows
4607,"MULTILINESTRING ((-73.87616185757278 40.70421470752431, -73.87525639965963 40.70439297771677))",49488,259.315353813,4,78 AV,73 PL,79 PL,ON,III,III,2,2,Signed Route,Signed Route
4608,"MULTILINESTRING ((-73.87630303404157 40.704439086933746, -73.87616185757278 40.70421470752431))",49489,90.6362589079,4,73 PL,73 PL,79 PL,ON,III,III,2,2,Signed Route,Signed Route
4611,"MULTILINESTRING ((-73.87527803575813 40.70659484033095, -73.87491827829861 40.70681553202062))",49514,128.116082079,4,COOPER AVENUE,73 PLACE,78 STREET,OFF,I,I,2,2,Sidewalk,Sidewalk
4616,"MULTILINESTRING ((-73.87152849574693 40.704706559183656, -73.87073324197014 40.70276203839117))",49604,741.967581557,4,79 ST,78 AV,MYRTLE AV,ON,II,II,R,1,Standard,
4618,"MULTILINESTRING ((-73.87154693298183 40.712596947330944, -73.87127652368368 40.711919172380405))",49634,258.062421494,4,80 ST,68 RD,64 RD,ON,II,II,2,2,Standard,Standard
4621,"MULTILINESTRING ((-73.86413202819158 40.56940468929049, -73.86454176062874 40.569242921829805))",49707,128.185540837,4,ROCKAWAY BEACH BLVD,BEACH 126 ST,JACOB RIIS PARK DRIVEWAY,ON,II,II,R,1,Curbside,
